Kingdom,Phylum,Class,Order,Family,Genus,total_counts,Flight-February,Flight-April,Ground-February,Ground-April,month_presence,area_presence,presence_type
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillospira,89,0,63,0,26,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-002,117,3,76,0,38,Both months,Both sites,All except April-flight
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-003,126,0,72,0,54,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,221,4,22,0,195,Both months,Both sites,All except April-flight
Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-007,10,0,0,0,10,Only April,Only Ground,Only April-Ground
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerofilum,54,0,29,0,25,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Anaerotruncus,64,0,64,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,CAG-352,12,0,12,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,DTU089,92,0,39,0,53,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,1764,0,957,0,807,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella,52,0,18,0,34,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis,398,0,244,7,147,Both months,Both sites,All except April-flight
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Paludicola,11,0,11,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Pygmaiobacter,104,0,75,0,29,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,534,0,270,7,257,Both months,Both sites,All except April-flight
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,790,0,473,0,317,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,UBA1819,152,0,152,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,[Eubacterium] siraeum group,380,0,253,0,127,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,6,0,6,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII UCG-001,32,0,32,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerococcus,208,47,22,0,139,Both months,Both sites,All except April-flight
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Finegoldia,39,2,0,0,37,Both months,Both sites,February-Flight and April-Ground
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Parvimonas,17,0,7,0,10,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus,13,13,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Acetoanaerobium,6,6,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Clostridioides,126,0,90,0,36,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,570,0,406,0,164,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium,197,0,66,0,131,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,236,0,144,0,92,Only April,Both sites,Only April
Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Terrisporobacter,721,25,457,33,206,Both months,Both sites,All sample types
Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,36,0,36,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,448,13,311,28,96,Both months,Both sites,All sample types
Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succiniclasticum,67,0,0,0,67,Only April,Only Ground,Only April-Ground
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Megamonas,197,0,154,0,43,Only April,Both sites,Only April
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,10,0,10,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Anaerosporomusa,7,0,7,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Anaeroglobus,29,0,9,0,20,Only April,Both sites,Only April
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Dialister,233,14,140,0,79,Both months,Both sites,All except April-flight
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,154,0,118,0,36,Only April,Both sites,Only April
Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,1188,84,678,15,411,Both months,Both sites,All sample types
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,524,0,282,10,232,Both months,Both sites,All except April-flight
Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,26,0,0,13,13,Both months,Only Ground,Only Ground
Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,24,0,0,24,0,Only February,Only Ground,Only February-Ground
Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,2,0,0,0,2,Only April,Only Ground,Only April-Ground
Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7a,6,0,0,6,0,Only February,Only Ground,Only February-Ground
Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,21,21,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,21,0,0,6,15,Both months,Only Ground,Only Ground
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,35,35,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima,2,0,0,2,0,Only February,Only Ground,Only February-Ground
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,61,61,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,55,33,0,22,0,Only February,Both sites,Only February
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Endobacter,6,0,0,6,0,Only February,Only Ground,Only February-Ground
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,68,56,12,0,0,Both months,Only Flight,Only Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,7,7,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,75,41,17,9,8,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,3,0,0,3,0,Only February,Only Ground,Only February-Ground
Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Tistlia,9,0,9,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,338,157,38,139,4,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,28423,9952,4331,10017,4123,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,25,0,25,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,10,10,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,776,177,178,23,398,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,3,0,3,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,1624,238,263,302,821,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,134,55,0,49,30,Both months,Both sites,All except April-flight
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,470,224,60,170,16,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Falsirhodobacter,13,13,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,49,16,0,33,0,Only February,Both sites,Only February
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,16,9,7,0,0,Both months,Only Flight,Only Flight
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,10,0,0,10,0,Only February,Only Ground,Only February-Ground
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,20,9,0,11,0,Only February,Both sites,Only February
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,1717,511,423,504,279,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandarakinorhabdus,13,0,0,0,13,Only April,Only Ground,Only April-Ground
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,1496779,505299,217149,543384,230947,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,78,78,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,8,0,0,0,8,Only April,Only Ground,Only April-Ground
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,16,11,0,2,3,Both months,Both sites,All except April-flight
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,15,15,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,118,0,20,5,93,Both months,Both sites,All except April-flight
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,311,29,46,16,220,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,10392,1706,2017,1223,5446,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax,42,0,0,0,42,Only April,Only Ground,Only April-Ground
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,396,137,68,144,47,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus,5,0,0,5,0,Only February,Only Ground,Only February-Ground
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,140,100,5,23,12,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,DSSD61,2,0,0,2,0,Only February,Only Ground,Only February-Ground
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,63,7,0,0,56,Both months,Both sites,February-Flight and April-Ground
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,111,0,37,29,45,Both months,Both sites,All except April-flight
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,2,0,2,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,266,0,130,0,136,Only April,Both sites,Only April
Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,1780,6,978,0,796,Both months,Both sites,All except April-flight
Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,13,0,0,10,3,Both months,Only Ground,Only Ground
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,12,0,12,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Alishewanella,3,0,0,3,0,Only February,Only Ground,Only February-Ground
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,73,0,56,0,17,Only April,Both sites,Only April
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,4895,0,2899,0,1996,Only April,Both sites,Only April
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,254,0,156,0,98,Only April,Both sites,Only April
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,18,0,0,18,0,Only February,Only Ground,Only February-Ground
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,36,0,36,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,51,0,33,0,18,Only April,Both sites,Only April
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Aggregatibacter,13,13,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,717,105,271,29,312,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinatimonas,224,0,199,0,25,Only April,Both sites,Only April
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Succinivibrionaceae,Succinivibrionaceae UCG-001,7,7,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,4396,2196,0,2200,0,Only February,Both sites,Only February
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Alcanivoracaceae1,Alcanivorax,29,16,0,13,0,Only February,Both sites,Only February
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,19,5,10,0,4,Both months,Both sites,All except April-flight
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Kushneria,7,7,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,1178,117,453,186,422,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,264,77,28,36,123,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,252,38,41,108,65,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Nevskia,1878,746,182,795,155,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,8,0,8,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,255,117,35,32,71,Both months,Both sites,All sample types
Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,6,0,6,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis,44,0,31,0,13,Only April,Both sites,Only April
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,19,0,19,0,0,Only April,Only Flight,Only April-Flight
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,18,18,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,LD29,6,6,0,0,0,Only February,Only Flight,Only February-Flight
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,671,0,320,0,351,Only April,Both sites,Only April
Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,7,0,0,7,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,1226,48,0,1178,0,Only February,Both sites,Only February
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Dothiorella,91,91,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,2,0,0,2,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,52,0,0,52,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Arthrocatena,19,19,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,212747,88192,37590,73977,12988,Both months,Both sites,All sample types
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,135,113,0,22,0,Only February,Both sites,Only February
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Toxicocladosporium,2295,0,0,2295,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Verrucocladosporium,2556,304,0,1964,288,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Uwebraunia,1156,1156,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,801,686,0,115,0,Only February,Both sites,Only February
Fungi,Ascomycota,Dothideomycetes,Coniosporiales,Coniosporiaceae,Coniosporium,2860,275,1255,1330,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,90,90,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,6845,2668,566,3171,440,Both months,Both sites,All sample types
Fungi,Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Radulidium,669,669,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Extremaceae,Incertomyces,1014,1014,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Extremaceae,Petrophila,2448,2254,141,53,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Acrodontium,60,0,0,60,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Geastrumia,192,0,192,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,23,0,0,23,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Xenosonderhenia,407,407,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zasmidium,14,0,0,14,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Catenulostroma,701,400,180,121,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Constantinomyces,213,0,0,213,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Hortaea,395,0,0,0,395,Only April,Only Ground,Only April-Ground
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Neocatenulostroma,256,256,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Salinomyces,135,135,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,1318,0,0,1318,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Myriangiales,Endosporiaceae,Endosporium,301,0,0,301,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Myriangiales,Myriangiales_fam_Incertae_sedis,Myriangiales_gen_Incertae_sedis,1111,1111,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Myriangiales,Myriangiales_fam_Incertae_sedis,Phaeosclera,564,443,121,0,0,Both months,Only Flight,Only Flight
Fungi,Ascomycota,Dothideomycetes,Neocelosporiales,Neocelosporiaceae,Neocelosporium,523,0,0,523,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Patellariales,Patellariaceae,Banhegyia,101,0,0,101,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amorosiaceae,Angustimassarina,859,204,0,655,0,Only February,Both sites,Only February
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Foliophoma,1012,1012,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Neocucurbitaria,393,0,0,393,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,31,31,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,1214,0,0,1214,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,131,0,131,0,0,Only April,Only Flight,Only April-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Neokalmusia,59,0,0,59,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,263,0,0,263,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,410,79,0,331,0,Only February,Both sites,Only February
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Spegazzinia,140,0,0,140,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,68,0,0,68,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Plenodomus,844,844,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma,469,90,190,189,0,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Neovaginatispora,308,259,0,49,0,Only February,Both sites,Only February
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,288,288,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Macrodiplodiopsidaceae,Macrodiplodiopsis,64,0,0,64,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Parapyrenochaetaceae,Parapyrenochaeta,615,0,0,615,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,2352,626,0,1019,707,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Didymocyrtis,917,0,0,917,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,257,107,0,150,0,Only February,Both sites,Only February
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,1780,1780,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,102,102,0,0,0,Only February,Only Flight,Only February-Flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,4446,2992,0,1451,3,Both months,Both sites,All except April-flight
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,61,0,0,61,0,Only February,Only Ground,Only February-Ground
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,113023,90066,3403,19551,3,Both months,Both sites,All sample types
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,7941,5658,0,2283,0,Only February,Both sites,Only February
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,2738,1205,678,855,0,Both months,Both sites,All except April-flight
